comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
25248.0,1354126.0,Restyle customize mode footer,restyle customize mode footer,1352693.0,"[meta] Re-work customize mode, the overflow panel and the hamburger panel", meta  re work customize mode  the overflow panel and the hamburger panel,3.0,M
50632.0,1386514.0,Support RWD for about:preferences to match Photon visual spec,support rwd for about preferences to match photon visual spec,1357306.0,[meta] Preferences visual refresh, meta  preferences visual refresh,3.0,M
6367.0,335102.0,make it possible to rename search engine (support search plugin renaming),make it possible to rename search engine  support search plugin renaming ,353056.0,can't overwrite default/shipped search plugins/engines,can t overwrite default shipped search plugins engines,3.0,M
23820.0,1369751.0,Initializing browser-sidebar.js is visible in startup profiles before first paint,initializing browser sidebar js is visible in startup profiles before first paint,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,3.0,M
37509.0,1421737.0,Include cookies in the site data manager,include cookies in the site data manager,1438147.0,Investigate improving SiteDataManager richlistbox performance,investigate improving sitedatamanager richlistbox performance,3.0,M
40426.0,1485423.0,Add API calls for CFR addon recommendations,add api calls for cfr addon recommendations,1471328.0,[META] CFR Add-ons, meta  cfr add ons,3.0,M
31283.0,1543442.0,Update styles for more general collapsible sections,update styles for more general collapsible sections,1542866.0,[meta] Add server-controllable collapsible sections to Discovery Stream - TBD, meta  add server controllable collapsible sections to discovery stream   tbd,3.0,M
11636.0,1453613.0,Implement full installer telemetry,implement full installer telemetry,1429889.0,[meta] installer ping changes, meta  installer ping changes,3.0,M
118.0,1487783.0,Create a basic directory & format for the new components of the address bar rewrite,create a basic directory   format for the new components of the address bar rewrite,1487125.0,Write basic Query Context and Address Bar Controller classes,write basic query context and address bar controller classes,3.0,M
22255.0,1432675.0,Land simple snippet template experiment in Firefox,land simple snippet template experiment in firefox,1449792.0,"Add dark theme, thumbnail debounce and bug fixes to Activity Stream",add dark theme  thumbnail debounce and bug fixes to activity stream,3.0,M
53309.0,1486507.0,Add Telemetry probes for Language Switcher in Preferences,add telemetry probes for language switcher in preferences,1425941.0,[tracking] Add UI language selection preference, tracking  add ui language selection preference,3.0,M
30615.0,1423137.0,"Add automated test for ""Bookmarks can be removed from the Library""",add automated test for  bookmarks can be removed from the library ,1433901.0,"Add automated test for ""Bookmarks can be removed from the Bookmarks Toolbar and from the Library""",add automated test for  bookmarks can be removed from the bookmarks toolbar and from the library ,3.0,M
51414.0,1358503.0,memoize some of the anonid elements in the oneoffs binding,memoize some of the anonid elements in the oneoffs binding,1353725.0,[meta] displaying the awesomebar panel could be smoother, meta  displaying the awesomebar panel could be smoother,3.0,M
6257.0,1537736.0,Use HomePage.get()/set() more consistently,use homepage get   set   more consistently,1492953.0,[META] Homepage Remediation, meta  homepage remediation,3.0,M
21104.0,1354105.0,Add a restyled zoom control to static hamburger menu,add a restyled zoom control to static hamburger menu,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3.0,M
34903.0,1009816.0,"Firefox desktop: openh264 updates: check, download, install",firefox desktop  openh264 updates  check  download  install,1039555.0,factor out common URL var resolution functions for app updates and gmp update/installs,factor out common url var resolution functions for app updates and gmp update installs,3.0,M
20601.0,1443644.0,"Add UI explaining why the ""Keep until..."" menu is disabled in permanent private browsing",add ui explaining why the  keep until     menu is disabled in permanent private browsing,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,3.0,M
52960.0,1550720.0,Expose FxA services targeting attributes for messages,expose fxa services targeting attributes for messages,1538729.0,[META] Message System Router, meta  message system router,3.0,M
21467.0,1521961.0,Pref Search in PBM OFF by default in 66 Release,pref search in pbm off by default in 66 release,1501747.0,[META] Private Browsing with Search, meta  private browsing with search,3.0,M
52605.0,1435882.0,Handle keyboard shortcuts (e.g. ESC) & focus in the Payment Request tab overlay widget,handle keyboard shortcuts  e g  esc    focus in the payment request tab overlay widget,1435884.0,Accessibility review of the Payment Request tab overlay widget,accessibility review of the payment request tab overlay widget,3.0,M
3675.0,1524329.0,Add disable cache button to devtools,add disable cache button to devtools,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,3.0,M
43062.0,1477790.0,Add the ability for firefox.exe to use the launcher process by default,add the ability for firefox exe to use the launcher process by default,1435780.0,[Meta] Firefox launcher process, meta  firefox launcher process,3.0,M
27191.0,1385944.0,Support wider layout to load more than 6 top sites or 3 stories / highlights,support wider layout to load more than 6 top sites or 3 stories   highlights,1444980.0,[META] Customization, meta  customization,3.0,M
44340.0,1561443.0,Move _getErrorMessageFromCode from NetErrorChild.jsm to aboutNetError.js,move  geterrormessagefromcode from neterrorchild jsm to aboutneterror js,1544564.0,[meta] Improve cert error code, meta  improve cert error code,3.0,M
21735.0,1476684.0,"Onboarding shouldn't be affected by snippets, experiment prefs",onboarding shouldn t be affected by snippets  experiment prefs,1471328.0,[META] CFR Add-ons, meta  cfr add ons,3.0,M
45563.0,1537736.0,Use HomePage.get()/set() more consistently,use homepage get   set   more consistently,1535090.0,[META] Homepage setting protection, meta  homepage setting protection,3.0,M
12477.0,1352481.0,Search should find matched strings within popups and subdialogs,search should find matched strings within popups and subdialogs,1370491.0,Show arrow indicator in menuitem if search result exists in its corresponding content,show arrow indicator in menuitem if search result exists in its corresponding content,3.0,M
56550.0,1354155.0,Create Library button and corresponding panel,create library button and corresponding panel,1365421.0,Move bookmarks menu button out of the nav bar (replace with library button) and remove the star portion of the button,move bookmarks menu button out of the nav bar  replace with library button  and remove the star portion of the button,3.0,M
19773.0,1480518.0,Add Top Sites Search Shortcut UI to AS Top Sites,add top sites search shortcut ui to as top sites,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,3.0,M
47402.0,1533052.0,Port IME tests from autocomplete,port ime tests from autocomplete,1529927.0,Identify which old autocomplete tests should be ported,identify which old autocomplete tests should be ported,3.0,M
49788.0,1435912.0,Migrate Preferences::General XUL to .ftl,migrate preferences  general xul to  ftl,1424681.0,"[tracking] Migrate the ""General"" section of Preferences to the new Localization API", tracking  migrate the  general  section of preferences to the new localization api,3.0,M
31652.0,1410425.0,"Add automated test for ""New Tab Preferences - Search - Disable""",add automated test for  new tab preferences   search   disable ,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,3.0,M
15901.0,1414930.0,Remove the contentViewerEdit property from tabbrowser and browser bindings,remove the contentvieweredit property from tabbrowser and browser bindings,1387013.0,[meta] Stuff we can remove now that XUL extensions are no longer supported, meta  stuff we can remove now that xul extensions are no longer supported,3.0,M
23374.0,57342.0,"Add ""View as Text/HTML/..."" option for unknown mime content-type",add  view as text html      option for unknown mime content type,185618.0,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,3.0,M
26917.0,1448918.0,Migrate Firefox Desktop's first run experience from a web page to an in-product experience,migrate firefox desktop s first run experience from a web page to an in product experience,1349422.0,[meta] Photon - Improvements to First-Run Experience, meta  photon   improvements to first run experience,3.0,M
38966.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1433315.0,[meta] [EPIC] Activity Stream, meta   epic  activity stream,3.0,M
25500.0,1479478.0,Exclude default search URLs from topsites,exclude default search urls from topsites,1481559.0,"Add search filter, search pref and bug fixes to Activity Stream",add search filter  search pref and bug fixes to activity stream,3.0,M
38077.0,1536285.0,Add Highlights as the final discovery stream section,add highlights as the final discovery stream section,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,3.0,M
4995.0,1410397.0,"Add automated test for ""Top Stories - Context menu - Open in a New Window""",add automated test for  top stories   context menu   open in a new window ,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,3.0,M
43205.0,1478569.0,New Action: Show AppMenu,new action  show appmenu,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3.0,M
16710.0,1502971.0,Turn on ASR snippets by default,turn on asr snippets by default,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3.0,M
30493.0,1448918.0,Migrate Firefox Desktop's first run experience from a web page to an in-product experience,migrate firefox desktop s first run experience from a web page to an in product experience,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,3.0,M
56488.0,1433233.0,Customize what data to include in Highlights,customize what data to include in highlights,1432589.0,[META] Preferences, meta  preferences,3.0,M
25734.0,648683.0,Expose tabs on-demand preference,expose tabs on demand preference,704000.0,"Restore max_concurrent_tabs preference OR change default hard-coded value of ""3""",restore max concurrent tabs preference or change default hard coded value of  3 ,3.0,M
19856.0,1438147.0,Investigate improving SiteDataManager richlistbox performance,investigate improving sitedatamanager richlistbox performance,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,3.0,M
37112.0,1356269.0,[meta] Photon - Preference, meta  photon   preference,1346488.0,[meta] Photon UI Refresh, meta  photon ui refresh,3.0,M
52272.0,1357668.0,[UX] The UX specs for the onBoarding tour notifications, ux  the ux specs for the onboarding tour notifications,1357008.0,"[User Story] [Tour Notification] As Firefox team, we want to send tour notifications of product features that we believe matter to user", user story   tour notification  as firefox team  we want to send tour notifications of product features that we believe matter to user,3.0,M
18468.0,1482568.0,Add telemetry for adding search engines,add telemetry for adding search engines,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3.0,M
6882.0,1347543.0,Change Toolbar Icons from PNG to SVG,change toolbar icons from png to svg,1363477.0,"Replace content-contextmenu.svg with back.svg, forward.svg, reload.svg etc.",replace content contextmenu svg with back svg  forward svg  reload svg etc ,3.0,M
36753.0,1369705.0,"avoid search UI overhead before first paint (search-one-offs_XBL_Constructor, search service load, searchbar context menu)",avoid search ui overhead before first paint  search one offs xbl constructor  search service load  searchbar context menu ,1363757.0,[meta] Photon - Interacting with the AwesomeBar should be fast and smooth, meta  photon   interacting with the awesomebar should be fast and smooth,3.0,M
10521.0,1354194.0,Make it easy to write synchronous reflow tests for key interactions,make it easy to write synchronous reflow tests for key interactions,1367797.0,Write reflow tests for tab opening and closing when the tab strip is overflowed,write reflow tests for tab opening and closing when the tab strip is overflowed,3.0,M
37713.0,1531854.0,Don't create the hidden window on a normal browsing session,don t create the hidden window on a normal browsing session,1527219.0,[meta] Hidden Window clean-up, meta  hidden window clean up,3.0,M
9841.0,1397447.0,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",automatically hide show the downloads button by default  providing an option to have it permanently visible,1387557.0,Download progressbar should use fatter bar when downloading,download progressbar should use fatter bar when downloading,3.0,M
36453.0,1496075.0,Support loading search extensions on startup,support loading search extensions on startup,1517484.0,[meta] [meta-EPIC] Search Service powered by WebExtensions, meta   meta epic  search service powered by webextensions,3.0,M
43082.0,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,1432939.0,Link to Firefox Options/Preferences from the PaymentRequest dialog,link to firefox options preferences from the paymentrequest dialog,3.0,M
51675.0,1397447.0,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",automatically hide show the downloads button by default  providing an option to have it permanently visible,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,3.0,M
8310.0,1352695.0,[meta] Update the hamburger panel for Photon, meta  update the hamburger panel for photon,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,3.0,M
44211.0,1500476.0,Re-implement FX_URLBAR_SELECTED_RESULT_METHOD on the new Quantumbar,re implement fx urlbar selected result method on the new quantumbar,1515079.0,[meta] Re-Implement Telemetry for QuantumBar, meta  re implement telemetry for quantumbar,3.0,M
34322.0,1382135.0,Remove all colon signs on sub-dialogs.,remove all colon signs on sub dialogs ,1357306.0,[meta] Preferences visual refresh, meta  preferences visual refresh,3.0,M
29815.0,1550102.0,Fetch and load DS feed data from intersection or idle events,fetch and load ds feed data from intersection or idle events,1550107.0,Create placeholder cards for feeds while they load,create placeholder cards for feeds while they load,3.0,M
38674.0,1354084.0,Add 'Firefox Account' button to static hamburger menu,add  firefox account  button to static hamburger menu,1352695.0,[meta] Update the hamburger panel for Photon, meta  update the hamburger panel for photon,3.0,M
837.0,1415014.0,Move mozicon128.png from browser/icons to browser/chrome/icons/default,move mozicon128 png from browser icons to browser chrome icons default,1437478.0,Store a 512*512 Firefox icon on hg.mozilla.org,store a 512 512 firefox icon on hg mozilla org,3.0,M
173.0,1357285.0,[meta] Preferences search, meta  preferences search,1356269.0,[meta] Photon - Preference, meta  photon   preference,3.0,M
53874.0,1433215.0,Add message center blocklist,add message center blocklist,1457192.0,"Add AS Router, frecency bonus and bug fixes to Activity Stream",add as router  frecency bonus and bug fixes to activity stream,3.0,M
15119.0,1545802.0,[META] Trailhead Desktop First Run, meta  trailhead desktop first run,1534999.0,[META] Bugzy Program Meta Bugs, meta  bugzy program meta bugs,3.0,M
53358.0,342917.0,Reindex full text of bookmarked pages as they are revisited,reindex full text of bookmarked pages as they are revisited,342913.0,[meta] Tracking: Add full-text indexing to bookmark and/or history searches, meta  tracking  add full text indexing to bookmark and or history searches,3.0,M
12501.0,1040060.0,Move GMPInstallManager front end code from delayed-startup+delay to final-ui-startup+delay,move gmpinstallmanager front end code from delayed startup delay to final ui startup delay,1039555.0,factor out common URL var resolution functions for app updates and gmp update/installs,factor out common url var resolution functions for app updates and gmp update installs,3.0,M
33312.0,1365133.0,Updated Preferences re-org according to proposal from May 11th,updated preferences re org according to proposal from may 11th,1370801.0,Add Shield Opt-out Preference,add shield opt out preference,3.0,M
6356.0,1476055.0,Add telemetry and monitoring for malformed JEXL,add telemetry and monitoring for malformed jexl,1479836.0,"Add recommendation actions, title-cased headers and bug fixes to Activity Stream",add recommendation actions  title cased headers and bug fixes to activity stream,3.0,M
9315.0,1424682.0,Migrate the chrome of Preferences to the new Localization API,migrate the chrome of preferences to the new localization api,1415730.0,[tracking] Migrate Preferences to the new Localization API, tracking  migrate preferences to the new localization api,3.0,M
6970.0,1432604.0,Allow the star panel to select the last used folder when bookmarking,allow the star panel to select the last used folder when bookmarking,1498778.0,Bookmark editor: should remember last folder used to save a bookmark,bookmark editor  should remember last folder used to save a bookmark,2.0,M
34460.0,185618.0,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,466608.0,Allow opening supported files inside Firefox when download forced,allow opening supported files inside firefox when download forced,2.0,M
17549.0,142179.0,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,291184.0,Sort cookie manager in order of site's domain,sort cookie manager in order of site s domain,2.0,M
17020.0,261124.0,"Textbox context menu should have ""Add to Search Bar...""",textbox context menu should have  add to search bar    ,233110.0,automatic capture mechanism for search toolbar?,automatic capture mechanism for search toolbar ,2.0,M
19994.0,367596.0,Create about:support page with troubleshooting information (e.g. list of extensions),create about support page with troubleshooting information  e g  list of extensions ,502402.0,Add an about:support page to firefox,add an about support page to firefox,2.0,M
47396.0,1412263.0,Provide preference to change default folder for saving bookmarks,provide preference to change default folder for saving bookmarks,1433877.0,Allow default folder for new bookmarks to be configurable,allow default folder for new bookmarks to be configurable,2.0,M
32999.0,1411340.0,[meta] Allow setting a separate search engine for private browsing, meta  allow setting a separate search engine for private browsing,1439121.0,[ENHANCEMENT]: Add an option for dedicated private window search engine., enhancement   add an option for dedicated private window search engine ,2.0,M
39288.0,1483335.0,about:preferences should link to about:addons and vice-versa,about preferences should link to about addons and vice versa,1418017.0,"Preferences should contain ""Customize""",preferences should contain  customize ,2.0,M
10060.0,142179.0,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,378869.0,"cookie exception dialog sort by TLD, domain, etc",cookie exception dialog sort by tld  domain  etc,2.0,M
3686.0,444284.0,Sync search plugins,sync search plugins,1500681.0,I need the ability to sync search engines with Firefox Sync,i need the ability to sync search engines with firefox sync,2.0,M
26030.0,1363757.0,[meta] Photon - Interacting with the AwesomeBar should be fast and smooth, meta  photon   interacting with the awesomebar should be fast and smooth,1425026.0,Awesomebar perf improvements,awesomebar perf improvements,2.0,M
56413.0,1462415.0,Delete onboarding system add-on,delete onboarding system add on,1450809.0,"Make ""Photon Onboarding"" something other than a bootstrapped extension",make  photon onboarding  something other than a bootstrapped extension,2.0,M
20994.0,1357285.0,[meta] Preferences search, meta  preferences search,1296904.0,Add search ability in desktop Firefox Settings,add search ability in desktop firefox settings,2.0,M
