comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
9098,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1441766,Cookies and site data search keywords aren't optimal,cookies and site data search keywords aren t optimal,0,M
19510,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1538804,Update targeting for CFR Pinned tabs to include more locales and TLDs,update targeting for cfr pinned tabs to include more locales and tlds,0,M
33518,115041,support %u in mailcap helpers,support  u in mailcap helpers,1488636,Add a test for the triggering principal fallback case,add a test for the triggering principal fallback case,0,M
29287,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1482633,Unexpected default pinned top search for various locale and region combinations,unexpected default pinned top search for various locale and region combinations,0,M
30729,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1381377,Do preference check before loading onboarding.js,do preference check before loading onboarding js,0,M
53902,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1545848,[META] Trailhead about:welcome page updates, meta  trailhead about welcome page updates,0,M
21647,106074,Helper App Management,helper app management,1420761,Handle new localization API in Preferences Search,handle new localization api in preferences search,0,M
15006,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1520568,Add 1/3 and 2/3 layouts for CardGrid component,add 1 3 and 2 3 layouts for cardgrid component,0,M
54505,106074,Helper App Management,helper app management,1363780,[meta] Photon - shutdown should not feel slow, meta  photon   shutdown should not feel slow,0,M
48253,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1369751,Initializing browser-sidebar.js is visible in startup profiles before first paint,initializing browser sidebar js is visible in startup profiles before first paint,0,M
13986,106074,Helper App Management,helper app management,1410813,"Add automated test for ""Search from suggestion drop-down menu""",add automated test for  search from suggestion drop down menu ,0,M
22886,106074,Helper App Management,helper app management,1477674,Write support documentation about the live bookmarks removal,write support documentation about the live bookmarks removal,0,M
52750,106074,Helper App Management,helper app management,1483425,"Form fields shouldn't be marked invalid immediately for an add form, only an edit form",form fields shouldn t be marked invalid immediately for an add form  only an edit form,0,M
49595,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1458066,Implement ability to move a selection of tabs within the same window through drag and drop,implement ability to move a selection of tabs within the same window through drag and drop,0,M
43365,106074,Helper App Management,helper app management,1357348,Add performance section and the UI component for content process count setting,add performance section and the ui component for content process count setting,0,M
38530,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1478085,Opening an external link should not open the link in a window that is showing a WebPayments dialog,opening an external link should not open the link in a window that is showing a webpayments dialog,0,M
12473,106074,Helper App Management,helper app management,1557840,[CFR] Recommendation Request: Social Tracking Protection, cfr  recommendation request  social tracking protection,0,M
27418,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1433260,Measure home button performance,measure home button performance,0,M
19687,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1392517,Add 2nd header to about:preferences#sync and update button string,add 2nd header to about preferences sync and update button string,0,M
7856,106074,Helper App Management,helper app management,1476555,No notification to the user if autoplay is configured to permanently block,no notification to the user if autoplay is configured to permanently block,0,M
19473,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1380011,Make startupRecorder.js' 'before handling user event' phase more reliable,make startuprecorder js   before handling user event  phase more reliable,0,M
30514,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1448143,Factor out a size getter from DownloadsViewUI.jsm so other consumers can access it,factor out a size getter from downloadsviewui jsm so other consumers can access it,0,M
