,req1Id,req1,req1Product,req1Type,req2Id,req2,req2Product,req2Type,BinaryClass,MultiClass
6694,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1356655,"adjustTabstrip is slow, due to flushing layout",Firefox,enhancement,1,requires
6695,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1358173,"Removing an ""addon-alert"" notification that doesn't exist is 8% of _delayedStartup",Firefox,enhancement,1,requires
6696,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1358391,2.24ms uninterruptible reflow at handleEvent@chrome://browser/content/tabbrowser.xml:6224:19,Firefox,enhancement,1,requires
6697,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1358719,1.26ms uninterruptible reflow at PT__updateChevronTimerCallback@chrome://browser/content/places/browserPlacesViews.js:1205:22,Firefox,enhancement,1,requires
6699,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1359130,Remove NetUtil.jsm overhead from the search service initialization,Firefox,enhancement,1,requires
6701,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1365605,1.36ms uninterruptible reflow at _loadURL@chrome://browser/content/urlbarBindings.xml:593:11,Firefox,enhancement,1,requires
6703,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1382012,snippets loading pushes up the search box and nightly logo on about:home,Firefox,enhancement,1,requires
6704,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1346488,[meta] Photon UI Refresh,Firefox,enhancement,1,blocks
6705,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1349424,[meta] Photon - Front-End Performance Improvements,Firefox,enhancement,1,similar
6729,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1,requires
6730,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1352692,[meta] Update navigation toolbar overflow panel for Photon,Firefox,enhancement,1,requires
6731,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1352693,"[meta] Re-work customize mode, the overflow panel and the hamburger panel",Firefox,enhancement,1,requires
6732,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1352695,[meta] Update the hamburger panel for Photon,Firefox,enhancement,1,requires
6733,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1352697,[meta] Add a URL-bar based page action menu,Firefox,enhancement,1,requires
6734,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1353421,[meta] Implement sidebar updates for Photon,Firefox,enhancement,1,requires
6735,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1354146,Allow keyboard navigation using accesskeys in panelmultiview subviews,Firefox,enhancement,1,requires
6736,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1399502,"[Windows] Change ""Options"" to ""Settings""",Firefox,enhancement,1,requires
6737,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1440875,"""Show all bookmarks"" should be somewhere else in the hamburger/library bookmarks dropdown/panel/doorhanger/popup/menu",Firefox,enhancement,1,requires
6738,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1352120,Put a bookmark-star button in the location bar,Firefox,enhancement,1,requires
6739,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1354141,Allow for panelmultiview subviews to be multiple levels deep,Firefox,enhancement,1,requires
6740,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1354144,Allow basic keyboard navigation in panelmultiview subviews,Firefox,enhancement,1,requires
6741,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1363178,Move the panelmultiview JS implementation to a separate module.,Firefox,enhancement,1,requires
6742,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1363756,"Remove work-around for delayed, 'jumping' panel resizing issue",Firefox,enhancement,1,requires
6743,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1366205,Add test coverage for keyboard navigation in panelviews,Firefox,enhancement,1,requires
6744,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1366207,Keep subview buttons selected after subview became visible,Firefox,enhancement,1,requires
6745,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1366813,Add customizable flexible space item in customize mode,Firefox,enhancement,1,requires
6746,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1366844,Update sync iconography for Photon,Firefox,enhancement,1,requires
6747,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1369095,Photon panelmultiview subviews should be scrollable,Firefox,enhancement,1,requires
6748,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1372309,Flip photon structure pref on nightly to get automated test coverage as well as nightly visibility / user testing exposure,Firefox,enhancement,1,requires
6749,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1373592,Ensure the resizing architecture for Photon panels can work asynchronously,Firefox,enhancement,1,requires
6750,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1383009,Add flexible spaces around the URL and search bar by default and replace the bookmarks button with the library one,Firefox,enhancement,1,requires
6751,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1397447,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",Firefox,enhancement,1,requires
6752,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1401238,"Deprecate Recent Bookmarks, and Pocket List from the Bookmarks Menu.",Firefox,enhancement,1,requires
6753,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1410666,Remove unused PanelUI-popup code,Firefox,enhancement,1,requires
6754,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1346488,[meta] Photon UI Refresh,Firefox,enhancement,1,blocks
6758,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1351941,[meta] Add Telemetry for First-Run Experience,Firefox,enhancement,1,requires
6759,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1354606,"Expose ""opened Inspect Element"" information in UITour.getConfiguration for snippets on about:home",Firefox,enhancement,1,requires
6760,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1354686,[meta] Desktop Onboarding Experience - Tour Overlay Funnelcake,Firefox,enhancement,1,requires
6761,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1357433,"Expose ""Active Hours"" (based on Active Ticks) information in UITour.getConfiguration for snippets on about:home",Firefox,enhancement,1,requires
6762,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1357439,Expose Search Counts information in UITour.getConfiguration for snippets on about:home,Firefox,enhancement,1,requires
6763,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1357665,[meta] [UX] Photon First Time experiences UX specs,Firefox,enhancement,1,requires
6764,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1361283,[meta] Implement new Automigration UI,Firefox,enhancement,1,requires
6765,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1361713,Pre-aggregate telemetry data to expose to UITour without impacting performance,Firefox,enhancement,1,requires
6766,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1343510,Expose profile/session timestamps/times in UITour.getConfiguration for snippets on about:home,Firefox,enhancement,1,requires
6767,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1354046,[meta] Implement the OnBoarding overlay,Firefox,enhancement,1,requires
6768,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1357008,"[User Story] [Tour Notification] As Firefox team, we want to send tour notifications of product features that we believe matter to user",Firefox,enhancement,1,requires
6769,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1448918,Migrate Firefox Desktop's first run experience from a web page to an in-product experience,Firefox,enhancement,1,requires
6770,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1346488,[meta] Photon UI Refresh,Firefox,enhancement,1,blocks
6771,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1,requires
6772,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1352068,Implement new session restore animation,Firefox,enhancement,1,requires
6773,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1352117,[meta] Various tab animations,Firefox,enhancement,1,requires
6774,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1352164,Awesomebar styling / animation tweaks,Firefox,enhancement,1,requires
6775,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1382894,Toolbar animations such as the 'Save to Pocket' and 'Stop / Reload' do not work properly outside of the nav-bar,Firefox,enhancement,1,requires
6776,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1391425,Tab label jumps to fill in space of tab loading progress indicator,Firefox,enhancement,1,requires
6777,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1393421,Clean up pocket-animation.svg,Firefox,enhancement,1,requires
6778,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1407927,The 'star drop' animation should be applied to the 'bookmarks menu button' instead of or in addition to the 'library button' if 'bookmarks menu button' is added to the toolbar,Firefox,enhancement,1,requires
6779,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1352063,Implement new animation for bookmarking,Firefox,enhancement,1,requires
6780,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1352069,Introduce a pref that allows for disabling animations (toolkit.cosmeticAnimations.enabled),Firefox,enhancement,1,requires
